trial_number,familiar_stimulus,novel_stimulus,familiar_stimulus_item,novel_stimulus_item,complexity_condition,familiarization_time,familiar_stimulus_path,novel_stimulus_path,familiar_location_1,familiar_location_2,left_image_path_1,right_image_path_1,left_image_path_2,right_image_path_2,test_time_1,test_time_2,familiarization_time_timeout,lab,fribble_shuffle_seed,fractal_shuffle_seed,seed_group,fribble_set,test_familiar_location_order,familiarization_time_set,trial_type,List
1,Tripod_Simple,Bowl_Simple,Tripod,Bowl,simple,5,stimuli/images/Tripod_Simple.png,stimuli/images/Bowl_Simple.png,right,left,stimuli/images/Bowl_Simple.png,stimuli/images/Tripod_Simple.png,stimuli/images/Tripod_Simple.png,stimuli/images/Bowl_Simple.png,5,5,10,lab59,18,19,5,set_2,loc_order_2,fam_time_set_2,fribble,929
2,Pyramid_Complex,Gumdrop_Complex,Pyramid,Gumdrop,complex,15,stimuli/images/Pyramid_Complex.png,stimuli/images/Gumdrop_Complex.png,left,right,stimuli/images/Pyramid_Complex.png,stimuli/images/Gumdrop_Complex.png,stimuli/images/Gumdrop_Complex.png,stimuli/images/Pyramid_Complex.png,5,5,30,lab59,18,19,5,set_2,loc_order_2,fam_time_set_2,fribble,929
3,SimsDiamond_Complex,Pumpkin_Complex,SimsDiamond,Pumpkin,complex,10,stimuli/images/SimsDiamond_Complex.png,stimuli/images/Pumpkin_Complex.png,right,left,stimuli/images/Pumpkin_Complex.png,stimuli/images/SimsDiamond_Complex.png,stimuli/images/SimsDiamond_Complex.png,stimuli/images/Pumpkin_Complex.png,5,5,20,lab59,18,19,5,set_2,loc_order_2,fam_time_set_2,fribble,929
4,Crinkle_Simple,Diamond_Simple,Crinkle,Diamond,simple,10,stimuli/images/Crinkle_Simple.png,stimuli/images/Diamond_Simple.png,left,right,stimuli/images/Crinkle_Simple.png,stimuli/images/Diamond_Simple.png,stimuli/images/Diamond_Simple.png,stimuli/images/Crinkle_Simple.png,5,5,20,lab59,18,19,5,set_2,loc_order_2,fam_time_set_2,fribble,929
5,Pacman_Complex,Cylinder_Complex,Pacman,Cylinder,complex,5,stimuli/images/Pacman_Complex.png,stimuli/images/Cylinder_Complex.png,left,right,stimuli/images/Pacman_Complex.png,stimuli/images/Cylinder_Complex.png,stimuli/images/Cylinder_Complex.png,stimuli/images/Pacman_Complex.png,5,5,10,lab59,18,19,5,set_2,loc_order_2,fam_time_set_2,fribble,929
6,Bowtie_Simple,Arrow_Simple,Bowtie,Arrow,simple,15,stimuli/images/Bowtie_Simple.png,stimuli/images/Arrow_Simple.png,right,left,stimuli/images/Arrow_Simple.png,stimuli/images/Bowtie_Simple.png,stimuli/images/Bowtie_Simple.png,stimuli/images/Arrow_Simple.png,5,5,30,lab59,18,19,5,set_2,loc_order_2,fam_time_set_2,fribble,929
7,Frac2A_Complex,Frac2B_Complex,2A,2B,complex,10,stimuli/images/Frac2A_Complex.png,stimuli/images/Frac2B_Complex.png,right,left,stimuli/images/Frac2B_Complex.png,stimuli/images/Frac2A_Complex.png,stimuli/images/Frac2A_Complex.png,stimuli/images/Frac2B_Complex.png,5,5,20,lab59,18,19,5,set_2,loc_order_2,fam_time_set_2,fractal,929
8,Frac4A_Simple,Frac4B_Simple,4A,4B,simple,15,stimuli/images/Frac4A_Simple.png,stimuli/images/Frac4B_Simple.png,left,right,stimuli/images/Frac4A_Simple.png,stimuli/images/Frac4B_Simple.png,stimuli/images/Frac4B_Simple.png,stimuli/images/Frac4A_Simple.png,5,5,30,lab59,18,19,5,set_2,loc_order_2,fam_time_set_2,fractal,929
9,Frac3A_Simple,Frac3B_Simple,3A,3B,simple,5,stimuli/images/Frac3A_Simple.png,stimuli/images/Frac3B_Simple.png,left,right,stimuli/images/Frac3A_Simple.png,stimuli/images/Frac3B_Simple.png,stimuli/images/Frac3B_Simple.png,stimuli/images/Frac3A_Simple.png,5,5,10,lab59,18,19,5,set_2,loc_order_2,fam_time_set_2,fractal,929
10,Frac5A_Complex,Frac5B_Complex,5A,5B,complex,15,stimuli/images/Frac5A_Complex.png,stimuli/images/Frac5B_Complex.png,right,left,stimuli/images/Frac5B_Complex.png,stimuli/images/Frac5A_Complex.png,stimuli/images/Frac5A_Complex.png,stimuli/images/Frac5B_Complex.png,5,5,30,lab59,18,19,5,set_2,loc_order_2,fam_time_set_2,fractal,929
11,Frac1A_Simple,Frac1B_Simple,1A,1B,simple,10,stimuli/images/Frac1A_Simple.png,stimuli/images/Frac1B_Simple.png,right,left,stimuli/images/Frac1B_Simple.png,stimuli/images/Frac1A_Simple.png,stimuli/images/Frac1A_Simple.png,stimuli/images/Frac1B_Simple.png,5,5,20,lab59,18,19,5,set_2,loc_order_2,fam_time_set_2,fractal,929
