trial_number,familiar_stimulus,novel_stimulus,familiar_stimulus_item,novel_stimulus_item,complexity_condition,familiarization_time,familiar_stimulus_path,novel_stimulus_path,familiar_location_1,familiar_location_2,left_image_path_1,right_image_path_1,left_image_path_2,right_image_path_2,test_time_1,test_time_2,familiarization_time_timeout,lab,fribble_shuffle_seed,fractal_shuffle_seed,seed_group,fribble_set,test_familiar_location_order,familiarization_time_set,trial_type,List
1,Bowl_Simple,Gumdrop_Simple,Bowl,Gumdrop,simple,10,stimuli/images/Bowl_Simple.png,stimuli/images/Gumdrop_Simple.png,left,right,stimuli/images/Bowl_Simple.png,stimuli/images/Gumdrop_Simple.png,stimuli/images/Gumdrop_Simple.png,stimuli/images/Bowl_Simple.png,5,5,20,lab25,14,15,3,set_1,loc_order_1,fam_time_set_1,fribble,385
2,Pyramid_Complex,Bowtie_Complex,Pyramid,Bowtie,complex,5,stimuli/images/Pyramid_Complex.png,stimuli/images/Bowtie_Complex.png,right,left,stimuli/images/Bowtie_Complex.png,stimuli/images/Pyramid_Complex.png,stimuli/images/Pyramid_Complex.png,stimuli/images/Bowtie_Complex.png,5,5,10,lab25,14,15,3,set_1,loc_order_1,fam_time_set_1,fribble,385
3,Pacman_Complex,Arrow_Complex,Pacman,Arrow,complex,15,stimuli/images/Pacman_Complex.png,stimuli/images/Arrow_Complex.png,left,right,stimuli/images/Pacman_Complex.png,stimuli/images/Arrow_Complex.png,stimuli/images/Arrow_Complex.png,stimuli/images/Pacman_Complex.png,5,5,30,lab25,14,15,3,set_1,loc_order_1,fam_time_set_1,fribble,385
4,SimsDiamond_Simple,Cylinder_Simple,SimsDiamond,Cylinder,simple,15,stimuli/images/SimsDiamond_Simple.png,stimuli/images/Cylinder_Simple.png,right,left,stimuli/images/Cylinder_Simple.png,stimuli/images/SimsDiamond_Simple.png,stimuli/images/SimsDiamond_Simple.png,stimuli/images/Cylinder_Simple.png,5,5,30,lab25,14,15,3,set_1,loc_order_1,fam_time_set_1,fribble,385
5,Crinkle_Complex,Pumpkin_Complex,Crinkle,Pumpkin,complex,10,stimuli/images/Crinkle_Complex.png,stimuli/images/Pumpkin_Complex.png,right,left,stimuli/images/Pumpkin_Complex.png,stimuli/images/Crinkle_Complex.png,stimuli/images/Crinkle_Complex.png,stimuli/images/Pumpkin_Complex.png,5,5,20,lab25,14,15,3,set_1,loc_order_1,fam_time_set_1,fribble,385
6,Tripod_Simple,Diamond_Simple,Tripod,Diamond,simple,5,stimuli/images/Tripod_Simple.png,stimuli/images/Diamond_Simple.png,left,right,stimuli/images/Tripod_Simple.png,stimuli/images/Diamond_Simple.png,stimuli/images/Diamond_Simple.png,stimuli/images/Tripod_Simple.png,5,5,10,lab25,14,15,3,set_1,loc_order_1,fam_time_set_1,fribble,385
7,Frac6A_Complex,Frac6B_Complex,6A,6B,complex,15,stimuli/images/Frac6A_Complex.png,stimuli/images/Frac6B_Complex.png,left,right,stimuli/images/Frac6A_Complex.png,stimuli/images/Frac6B_Complex.png,stimuli/images/Frac6B_Complex.png,stimuli/images/Frac6A_Complex.png,5,5,30,lab25,14,15,3,set_1,loc_order_1,fam_time_set_1,fractal,385
8,Frac3A_Simple,Frac3B_Simple,3A,3B,simple,5,stimuli/images/Frac3A_Simple.png,stimuli/images/Frac3B_Simple.png,right,left,stimuli/images/Frac3B_Simple.png,stimuli/images/Frac3A_Simple.png,stimuli/images/Frac3A_Simple.png,stimuli/images/Frac3B_Simple.png,5,5,10,lab25,14,15,3,set_1,loc_order_1,fam_time_set_1,fractal,385
9,Frac4A_Simple,Frac4B_Simple,4A,4B,simple,10,stimuli/images/Frac4A_Simple.png,stimuli/images/Frac4B_Simple.png,right,left,stimuli/images/Frac4B_Simple.png,stimuli/images/Frac4A_Simple.png,stimuli/images/Frac4A_Simple.png,stimuli/images/Frac4B_Simple.png,5,5,20,lab25,14,15,3,set_1,loc_order_1,fam_time_set_1,fractal,385
10,Frac5A_Complex,Frac5B_Complex,5A,5B,complex,5,stimuli/images/Frac5A_Complex.png,stimuli/images/Frac5B_Complex.png,left,right,stimuli/images/Frac5A_Complex.png,stimuli/images/Frac5B_Complex.png,stimuli/images/Frac5B_Complex.png,stimuli/images/Frac5A_Complex.png,5,5,10,lab25,14,15,3,set_1,loc_order_1,fam_time_set_1,fractal,385
